designation,HIP,HD,ra,declination,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,Mg,Mg_error,MRp,MRp_error,Bp_minus_Rp,Plx,e_Plx
Gaia DR3 4358031335898505472,HIP 81300,149661,249.091,-2.3259612815161246,101.07188811909556,0.050075587,551.007,456.0583031942775,-309.2240972920396,0.9504203,5.5535517,5.9706206,4.9560113,5106.7,5105.346,5107.8555,4.481,4.4747,4.482,-0.2209,-0.2368,-0.2149,9.8997,9.8878,9.9871,5.576703594054777,0.0010758457814681,4.979163194054777,0.0010758457814681,1.0146093,102.27,0.85
Gaia DR3 522863309964987520,HIP 4872,\N,15.669,62.345451222893885,101.42379529598418,0.016878147,736.672,731.0879947758527,90.53173556175588,1.0359348,8.671337,9.792029,7.6165996,3594.5579,3592.4685,3600.3562,4.6423,4.6395,4.6491,-0.1073,-0.1208,-0.0782,9.8438,9.8136,9.8498,8.702036289453245,0.0003613592921229,7.647298889453246,0.0003613592921225,2.1754294,99.44,1.39
Gaia DR3 1314438839310796800,HIP 82003,151288,251.276,33.510924834032046,101.56148649807156,0.0150328865,384.30502,-39.938511514443874,382.224115495703,0.9850719,7.4861526,8.301352,6.6018677,3880.6682,3868.7903,3924.9849,4.475,4.4592,4.5034,-0.5066,-0.5571,-0.4227,9.8461,9.834,9.864,7.519797843855279,0.0003214161158338,6.635512943855279,0.0003214161158338,1.6994843,102.35,0.88
Gaia DR3 4017860992519744384,HIP 57087,\N,175.551,26.70295395358736,102.30138546700664,0.030192282,1209.564,895.08752383054,-813.5498399187834,1.1253774,9.582008,10.893038,8.443771,3228.1418,3224.1428,3247.8481,4.0089,4.0029,4.0532,-1.2188,-1.2224,-1.1828,9.7782,9.7585,9.8043,9.631415576996844,0.0006408682438427,8.493178576996844,0.0006408682438427,2.449267,97.73,2.27
Gaia DR3 6794047652729201024,HIP 102409,197481,311.291,-31.3425000799281,102.9431913175485,0.023112189,456.99756,281.31903452626165,-360.14771869635376,0.92735684,7.8434396,8.909956,6.7986317,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.906427737917267,0.0004875259931029,6.861619837917266,0.0004875259931029,2.1113243,100.59,1.35
Gaia DR3 6254033894121581952,HIP 76901,\N,235.518,-19.476366652438784,103.17978190067224,0.31588787,2261.9436,-2009.7472541822235,-1037.933000103394,3.5523927,10.685861,12.111737,9.501714,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.753834027677014,0.0066480460094355,9.569687027677016,0.0066480460094355,2.610023,121.86,43.95
Gaia DR3 5946986063684477056,HIP 86057,\N,263.807,-48.67877743078911,103.30805319435495,0.021558356,475.96442,74.0691562363136,470.16581543001007,0.9890191,9.293614,10.480064,8.208224,3235.1426,3234.8123,3235.4338,4.0199,4.0183,4.0212,-1.0658,-1.0675,-1.0642,9.6847,9.6826,9.6867,9.364284887440672,0.0004531435302537,8.278894887440671,0.0004531435302537,2.27184,102.3,2.21
Gaia DR3 5425628298649940608,HIP 47425,\N,144.94,-41.065969983608085,104.0957433164141,0.017555553,636.67993,-527.1472498748954,357.0394241266624,1.0810505,9.631405,11.003457,8.471009,3193.7021,3192.9797,3197.7073,4.0045,4.0032,4.0117,-1.1669,-1.1684,-1.156,9.6173,9.603,9.668,9.718569853508992,0.0003662147761289,8.558173853508992,0.0003662147761307,2.532448,105.34,1.67
Gaia DR3 4025850731201819392,HIP 56997,101501,175.262,34.19993957543697,104.4251704149638,0.100499645,381.40146,-12.521605057437956,-381.1958714817105,1.1399417,5.1109953,5.4871893,4.581154,5394.317,5393.091,5395.4155,4.4601,4.4591,4.461,-0.3464,-0.3547,-0.3394,9.5746,9.5644,9.585,5.205021263387878,0.0020898435960816,4.675179963387877,0.0020898435960816,0.9060353,104.81,0.72
Gaia DR3 3478127463341507072,HIP 56452,100623,173.619,-32.82768460705796,104.6132883058554,0.027652346,1060.919,-670.2301626896037,822.3992428347119,0.75564384,5.7383237,6.154197,5.1501684,5225.1025,5211.9385,5232.7554,4.5879,4.5681,4.6,-0.1879,-0.2266,-0.1621,9.5357,9.52,9.5531,5.836257967367736,0.0005739835614413,5.248102667367736,0.0005739835614413,1.0040286,104.84,0.81
Gaia DR3 1349047857580994560,HIP 86776,\N,265.983,43.37593023818892,104.91474639894832,0.017698266,603.28687,10.337355188418131,-603.1982960565199,1.088793,9.450096,10.72628,8.328486,3275.029,3214.848,3405.4338,4.3702,4.1604,4.6636,-0.5853,-0.8297,-0.2619,9.5186,9.4768,9.5525,9.554278675933952,0.0003663097705421,8.432668675933952,0.0003663097705421,2.397794,105.39,1.15
Gaia DR3 6078114541943893888,HIP 61629,\N,189.46,-52.00134627910898,105.34666432766488,0.021332793,1035.1389,-1034.7101149952066,29.79226493193891,1.0048603,9.565008,10.905962,8.416586,3163.5781,3161.2812,3213.8474,4.1337,4.1232,4.317,-0.7917,-0.8034,-0.5853,9.4851,9.4107,9.498,9.67811194381061,0.000439725095676,8.52968994381061,0.000439725095676,2.489376,103.54,2.1
Gaia DR3 3409711211681795584,HIP 21932,285968,70.7355,18.95320292639181,105.42748417135272,0.021029381,1295.3634,656.6469583029074,-1116.5935413672632,0.88777876,9.004439,10.210481,7.909447,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.119208215102752,0.0004331386791145,8.02421621510275,0.0004331386791145,2.301034,106.16,2.51
Gaia DR3 1143321672882274560,HIP 29277,\N,92.5843,82.10081629100655,105.6903476177974,0.014169129,1337.1912,50.26318128303255,-1336.2461565890833,1.0745975,9.470075,10.719857,8.35686,3250.4275,3230.9077,3340.0625,4.2872,4.2059,4.5397,-0.713,-0.8147,-0.432,9.4696,9.4348,9.4916,9.590251631535132,0.0002911133662459,8.477036631535132,0.0002911133662459,2.362997,106.43,1.44
Gaia DR3 5664814198431308288,HIP 47103,\N,144.007,-21.665200855258018,105.97890913558383,0.022696694,1000.01025,138.7217909625574,-990.3417190688432,1.1187094,9.891662,11.169435,8.773195,3204.3516,3200.2273,3282.89,4.2799,4.2661,4.5557,-0.8728,-0.8897,-0.5468,9.43,9.4132,9.4494,10.01775922455948,0.0004650476775402,8.899292224559478,0.0004650476775402,2.39624,111.41,1.99
Gaia DR3 5412250540681250560,HIP 47780,\N,146.121,-45.77909735114582,106.17268218621597,0.014093538,743.9891,-462.6209234113973,-582.6676603018338,0.9715037,9.158753,10.373461,8.058181,3282.4324,3282.225,3282.6558,3.9365,3.9362,3.9376,-1.3164,-1.317,-1.314,9.4061,9.4036,9.4085,9.288816944276672,0.0002882448523386,8.18824494427667,0.0002882448523404,2.31528,101.87,13.4
Gaia DR3 5020179503252128768,HIP 9786,\N,31.4496,-30.17617825921,106.60957230063391,0.027331987,535.3852,-525.1906277432233,103.98124200102023,1.2542118,11.050699,12.439058,9.891173,3120.9514,3118.3809,3132.5105,4.5326,4.5228,4.5633,-0.9221,-0.933,-0.8813,9.3685,9.3581,9.4437,11.189680005193146,0.0005567103937043,10.030154005193143,0.0005567103937043,2.547885,105.64,3.0
Gaia DR3 5138510181584617856,HIP 9724,\N,31.2763,-17.615403066083893,107.29720247543436,0.23074427,1286.4602,1275.218139180148,-169.70135038413508,15.138265,9.17051,10.436235,8.0406685,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.323451994483989,0.0046697917262834,8.193610494483988,0.0046697917262834,2.3955665,105.94,2.04
Gaia DR3 5381537023379295232,HIP 57443,102365,176.621,-40.498565145629904,107.3024338562276,0.08731465,1583.1964,-1530.9705104799332,403.2865748639044,0.93108606,4.701676,5.0517116,4.195356,5538.9297,5537.6953,5540.131,4.3867,4.3794,4.3885,-0.6391,-0.6645,-0.6293,9.3339,9.3129,9.4436,4.854723864179321,0.001766981311194,4.34840386417932,0.001766981311194,0.8563556,108.23,0.7
Gaia DR3 3269362645115584640,HIP 15457,20630,49.8416,3.370616190802349,107.8023393880993,0.1837598,285.21783,269.2979397635821,93.95652212078689,1.3376036,4.6564903,5.0134506,4.1545105,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.819631227273947,0.0037014940902477,4.317651427273948,0.0037014940902477,0.8589401,109.18,0.78
Gaia DR3 6401464693867773568,HIP 105858,203608,321.612,-65.3626399731515,108.01020563892784,0.10606345,804.64136,80.81524728416929,800.5726893856181,2.1638815,4.0891333,4.349649,3.644071,6092.6636,6091.403,6094.022,4.2457,4.2442,4.2483,-0.8116,-0.8157,-0.7938,9.2451,9.2309,9.258,4.256457264623051,0.0021323348844632,3.8113949646230503,0.0021323348844632,0.705578,108.5,0.59
Gaia DR3 2976850598890749824,HIP 23512,\N,75.8326,-17.375510085672932,108.27324701475467,0.039790057,499.85983,-228.28715486600788,-444.68508728538166,1.16032,10.561693,11.983716,9.384994,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.73429880532587,0.0007980089008192,9.557599805325872,0.0007980089008192,2.598722,107.86,2.95
Gaia DR3 2976507997939000064,HIP 23932,\N,77.1484,-18.178273078582706,108.32540981694386,0.0976161,1487.4731,503.5940946723383,-1399.6317956169496,4.355474,9.05489,10.550499,7.8416934,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9.228541703667103,0.0019567959688284,8.015345103667103,0.0019567959688284,2.7088056,107.3,2.0
Gaia DR3 1460229442589223424,HIP 64394,114710,197.964,27.882105372524595,108.72500920524958,0.16446067,1191.4731,-800.7201020745798,882.3013237846035,2.4609523,4.093279,4.387678,3.6256194,5899.0034,5897.8022,5900.1567,4.3304,4.3277,4.3319,-0.2884,-0.2973,-0.2784,9.2019,9.1852,9.2506,4.2749262655355205,0.0032846360035936,3.80726666553552,0.0032846360035936,0.7620586,109.23,0.72
Gaia DR3 1470462322431834880,HIP 66906,\N,205.68,33.286923865549426,108.79034810659502,0.04401583,721.12823,-111.804655418224,-712.4083405131503,0.8938793,10.71994,12.264259,9.499312,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.902891832050368,0.0008785629176282,9.682263832050367,0.0008785629176273,2.764947,109.89,3.18
Gaia DR3 4034171629042489088,HIP 57939,103095,178.267,37.69282694689086,109.02963997046682,0.019686269,7061.731,4002.654640989075,-5817.8001940492695,0.88005906,6.1985016,6.607422,5.6057725,5043.2183,5042.1274,5044.359,4.6271,4.6266,4.6275,-1.5673,-1.5826,-1.552,9.1693,9.1674,9.1713,6.38622448996698,0.0003920786169335,5.7934953899669805,0.0003920786169335,1.0016495,109.21,0.78
Gaia DR3 1893189736896880640,HIP 108706,\N,330.307,28.30710892040449,109.85476445728251,0.025859196,375.24582,372.7973047423048,42.797146417459096,1.1674854,10.6348,12.269803,9.395998,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.83889448619324,0.0005111524471503,9.60009248619324,0.0005111524471503,2.873805,111.57,3.19
Gaia DR3 5164120762333028736,HIP 17378,23249,55.8117,-9.76008366406804,110.02539078597692,0.19444616,750.22644,-93.63405683015571,744.3603877012735,2.9923291,3.2755666,3.85296,2.6867616,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.4830311987807754,0.0038376133740443,2.894226198780776,0.0038376133740443,1.1661984,110.58,0.88
Gaia DR3 3478160727866058368,HIP 56528,\N,173.862,-32.543748247776854,110.17107046121284,0.020424576,853.5553,-71.06011001675881,-850.5921836418225,1.0137056,8.896746,10.037303,7.8296757,3580.5154,3580.2756,3580.7551,4.7611,4.7597,4.7625,-0.0756,-0.0766,-0.0738,9.0646,9.0608,9.0692,9.107083846059725,0.0004025685107942,8.040013546059722,0.0004025685107942,2.2076273,110.65,1.81
Gaia DR3 1057318835428596096,HIP 55360,\N,169.988,65.84729793562252,110.23053640673568,0.016632896,2952.3298,-2946.717969616033,181.94739529449876,1.0957419,8.527628,9.497674,7.546079,3550.6685,3518.1956,3555.545,4.4305,4.3215,4.4482,-0.8166,-0.9418,-0.793,9.0828,9.0703,9.1182,8.739137603969994,0.0003276576183495,7.757588603969994,0.0003276576183495,1.951595,109.95,1.11
Gaia DR3 3089711447388931584,HIP 40501,\N,124.032,1.3028427269823109,111.86977668317492,0.022784311,381.03568,-376.19584306424736,60.538113008472,1.080424,9.133169,10.33759,8.039904,3286.0022,3285.5312,3287.9294,3.9676,3.9664,3.9747,-1.3409,-1.3417,-1.338,8.9314,8.904,8.9369,9.376732855669816,0.0004422597850588,8.283467855669814,0.0004422597850579,2.297686,109.23,1.79
Gaia DR3 2964000159821218432,HIP 27072,38393,86.1144,-22.45002336420253,112.29602820037746,0.14516802,470.0315,-291.75677673534847,-368.5208157670237,3.2323093,3.476823,3.796859,3.0440361,6149.223,6146.8335,6151.4756,4.2018,4.2006,4.2031,-0.6854,-0.6942,-0.6759,8.9121,8.8984,8.9267,3.7286449798307313,0.0028071208823954,3.2958580798307318,0.0028071208823954,0.7528229,111.49,0.6
Gaia DR3 2400808142038361088,HIP 111802,214479,339.692,-20.62148673061316,112.38592357649058,0.055467818,456.10855,449.206795800205,-79.04593113248174,2.9361658,8.170376,9.348135,7.0827794,3307.948,3303.596,3326.1157,3.9399,3.9277,3.9645,-0.7801,-0.8016,-0.7162,8.8792,8.795,9.3563,8.423935594604371,0.0010717253758292,7.336338994604372,0.0010717253758292,2.2653556,115.71,1.5
Gaia DR3 3519785523672576384,HIP 60559,\N,186.224,-18.25255602337988,112.673969367493,0.024117958,2555.7559,1095.591559687199,-2309.018760859054,1.1037108,10.290013,11.536975,9.179356,3218.6958,3217.7913,3219.659,4.4619,4.4586,4.4646,-0.9277,-0.9312,-0.9229,8.8792,8.8748,8.9002,10.549130971276302,0.0004648055044542,9.438473971276302,0.0004648055044542,2.357619,112.52,2.51
Gaia DR3 922225002820369152,HIP 38956,\N,119.554,41.30064250416778,112.99267789745944,0.02585768,721.00287,216.86622447512931,-687.6148518360017,1.2316712,10.665649,12.239547,9.447945,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.930900507162235,0.0004969281259548,9.713196507162236,0.0004969281259565,2.791602,122.53,11.52
Gaia DR3 3211461469444773376,HIP 23311,32147,75.2066,-5.758598962923454,113.0714591247876,0.02223858,1236.9103,549.3086851259898,-1108.2450318392753,0.9748489,5.886492,6.4363804,5.186893,4626.91,4611.6064,4634.463,4.4978,4.4843,4.5032,0.0954,-0.006,0.1351,8.8472,8.8415,8.8595,6.153256982680376,0.000427079157669,5.453657982680375,0.000427079157669,1.2494874,113.46,0.82
Gaia DR3 5260759175761501696,HIP 31293,\N,98.425,-75.62874086458727,113.1304474816652,0.016938346,409.2753,-297.95472300752857,280.5873291812589,1.0885247,9.3847475,10.694307,8.24563,3244.3787,3190.7825,3310.0916,4.3838,4.195,4.54,-0.5281,-0.7394,-0.3326,8.8458,8.8087,8.873,9.652645024790807,0.000325121592775,8.51352752479081,0.0003251215927768,2.448677,114.18,3.18
Gaia DR3 5260759175761502976,HIP 31292,\N,98.439,-75.62380392415764,113.13179107170824,0.0176141,421.0885,-328.7629315452492,263.11682443056657,1.1390804,10.212167,11.677434,9.024885,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,10.480090314058405,0.0003380882784158,9.2928083140584,0.0003380882784158,2.652549,119.54,13.42
Gaia DR3 4519789081415296128,HIP 93899,349726,286.803,20.875538401484672,113.22280917668247,0.0191646,584.5337,-480.7541411291775,-332.49823071542033,1.0152338,9.805328,11.005343,8.718459,3279.9556,3231.0833,3374.7168,4.4163,4.2612,4.757,-0.8779,-1.0505,-0.4686,8.8372,8.8089,8.8672,10.074997629919917,0.0003675531532865,8.988128629919915,0.0003675531532865,2.286884,112.82,2.41
Gaia DR3 4519789321942643072,HIP 93873,\N,286.771,20.88648751787881,113.25212980007824,0.029636156,592.1163,-478.2669365898841,-349.0879613011435,0.8074018,9.814883,11.012309,8.729002,3227.885,3223.4243,3253.3337,4.2259,4.2118,4.3435,-1.1127,-1.1277,-0.9791,8.8324,8.7828,8.85,10.08511489014506,0.0005682374067559,8.99923389014506,0.0005682374067559,2.283307,115.91,2.47
Gaia DR3 2627117287488522240,HIP 109388,\N,332.423,-4.64083481515791,113.4447215072131,0.029997606,1132.7999,1132.5832654528356,-22.15730652565566,1.353798,9.237196,10.61174,8.070007,3229.764,3153.1143,3303.7212,4.3425,4.1161,4.4983,-0.4062,-0.6696,-0.2356,8.8094,8.7725,8.8476,9.511117466568788,0.0005741913280168,8.343928466568787,0.0005741913280168,2.541733,113.97,2.1
Gaia DR3 6847167606385195648,HIP 99825,192310,303.829,-27.033780809464677,113.48717988476642,0.051574934,1255.8995,1242.7627067001158,-181.1749780311303,0.96346945,5.48135,5.935906,4.855769,4978.235,4977.068,4979.38,4.4981,4.4971,4.4989,-0.1005,-0.1075,-0.0911,8.8133,8.8075,8.8259,5.75608402043116,0.0009868388132239,5.13050302043116,0.0009868388132239,1.080137,113.33,0.89
Gaia DR3 5951165616611763456,HIP 84720,156274,259.773,-46.63575837613547,113.75134443945775,0.07254689,1035.1478,1029.6095441964617,106.93496669702824,0.81725454,5.3014293,5.708797,4.734677,5182.5312,5181.3677,5183.84,4.4879,4.4869,4.4889,-0.5084,-0.5166,-0.4987,8.7852,8.7714,8.792,5.581211991664971,0.0013848943251288,5.01445969166497,0.0013848943251288,0.97412,113.81,1.36
Gaia DR3 4031586157514097024,HIP 57802,\N,177.779,35.273139643103185,114.0854152976686,0.019123629,372.59573,-273.1556092155578,253.40399742858727,1.0395293,8.854014,9.967266,7.8048306,3590.288,3589.8486,3590.9365,4.7863,4.7858,4.7869,-0.0859,-0.0879,-0.081,8.757,8.7547,8.7593,9.140164638366317,0.0003639942320763,8.090981238366318,0.0003639942320745,2.1624354,116.92,1.38
Gaia DR3 3101923001490347392,HIP 32984,50281A,103.073,-5.17372829320013,114.35472221987996,0.04184089,543.7017,-543.690347077658,-3.515313742041821,1.2655232,6.231057,6.795033,5.518121,4572.622,4569.7812,4574.209,4.5617,4.5593,4.5629,-0.0193,-0.0291,-0.0115,8.7464,8.7414,8.76,6.522327516410012,0.0007945132524072,5.809391516410013,0.0007945132524072,1.276912,114.94,0.86
Gaia DR3 3399063235755057792,HIP 27913,39587,88.5948,20.27585214802184,114.94966074779109,0.5279793,200.6932,-179.01353012437752,-90.72993621907472,5.6246004,4.241686,4.5441318,3.7479024,5808.179,5804.794,5811.247,4.3354,4.3273,4.3572,-0.3132,-0.3376,-0.296,8.4903,8.2553,8.5714,4.544224469345336,0.0099739358764869,4.050440869345335,0.0099739358764869,0.7962294,115.43,1.08
Gaia DR3 4900108950849461248,HIP 1599,1581,5.03561,-64.86961713712722,116.18257854098104,0.13336171,2066.4258,1706.7468552126231,1164.959442628905,3.2111413,4.07351,4.369477,3.6002007,5857.8096,5855.125,5861.654,4.2769,4.2744,4.2822,-0.354,-0.3691,-0.3307,8.5803,8.5547,8.5982,4.399215054611039,0.0024925544309248,3.925905754611039,0.0024925544309248,0.7692763,116.38,0.64
Gaia DR3 6378584028690858496,HIP 113229,\N,343.921,-75.4633768500233,116.31336925688149,0.016823512,1474.9353,-1026.2025065733503,-1059.4066708560106,1.1405014,9.292778,10.615032,8.147194,3193.6565,3187.211,3262.4104,4.1898,4.1685,4.4151,-0.7307,-0.7568,-0.4693,8.5921,8.5525,8.6109,9.620926180726984,0.0003140807684207,8.475342180726983,0.0003140807684207,2.467838,116.02,1.33
Gaia DR3 3507879565090229888,HIP 64924,115617,199.596,-18.31592210064546,117.1726460991387,0.1455929,1509.008,-1070.2015735200084,-1063.8486605375715,1.1792638,4.5325284,4.904673,4.006235,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4.876659588327428,0.0026981649608659,4.350366188327428,0.0026981649608659,0.898438,117.3,0.71
Gaia DR3 6021430250773348736,HIP 80018,\N,245.01,-37.52461044671392,117.47159417533476,0.029081289,1239.319,-748.0393660219934,988.1035201880838,1.1693292,9.495382,10.836117,8.347611,3155.9285,3153.1975,3174.861,4.1578,4.1477,4.2245,-0.8328,-0.8432,-0.7616,8.5053,8.4622,8.5135,9.845046312428968,0.0005375701115664,8.69727531242897,0.0005375701115664,2.488506,118.03,2.28
Gaia DR3 1534011998572555776,HIP 61317,109358,188.431,41.358776694084185,118.02660559667956,0.15303078,762.8627,-704.7021193540293,292.15465992124564,2.109553,4.094672,4.3963013,3.6018336,5761.42,5758.286,5767.7554,4.3327,4.3289,4.35,-0.6323,-0.6928,-0.6083,8.3934,8.1216,8.4656,4.45457158574248,0.0028154863991032,3.9617331857424816,0.0028154863991032,0.7944677,119.46,0.83
Gaia DR3 4594497769766809216,HIP 86974,161797,266.613,27.717275040505413,119.92480848370072,0.1542597,833.7892,-312.0873775804219,-773.1790550724331,3.8826666,3.2384055,3.743817,2.7218137,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3.632950667916551,0.0027931740849167,3.11635886791655,0.0027931740849167,1.0220033,119.05,0.62
Gaia DR3 533621859441169920,HIP 4856,\N,15.659,71.67812049454075,121.45982871489812,0.015784185,1787.9337,1746.7010132181863,-381.76236971875386,1.0015539,8.941875,10.254671,7.7960787,3272.1016,3239.1694,3328.0537,4.3509,4.2629,4.4778,-0.4433,-0.5496,-0.2856,8.2276,8.2047,8.2407,9.364038321680663,0.0002821914273205,8.218242021680664,0.0002821914273205,2.4585923,122.77,1.23
Gaia DR3 2396530698208685312,HIP 113576,217357,345.063,-22.524089212751495,121.472361391852,0.024886552,903.9387,-902.0731782618114,58.04486540564904,1.0888942,7.259579,8.093845,6.3603644,3828.1167,3821.2466,3853.4016,4.4736,4.4613,4.4996,-0.6054,-0.6394,-0.5252,8.2322,8.2226,8.2583,7.681966370722786,0.000444878663532,6.782751770722785,0.000444878663532,1.7334806,122.8,0.94
Gaia DR3 4550763526539955712,HIP 86287,\N,264.477,18.596087654354623,122.554606510855,0.017568411,1351.9653,926.6381166366464,984.455172787448,1.121194,8.74288,9.8210335,7.7107677,3631.1428,3630.836,3631.5435,4.8197,4.819,4.8199,-0.2307,-0.2318,-0.2294,8.1485,8.1457,8.1515,9.184528199509082,0.0003112842602419,8.152415899509082,0.0003112842602401,2.1102658,123.02,1.62
Gaia DR3 2246206567973292160,HIP 101180,\N,307.638,65.45081813440359,123.65465984021166,0.014759887,526.09125,443.2636466159827,283.3536914054755,1.0511156,9.43527,10.769656,8.285626,3384.8457,3384.4927,3385.13,4.8381,4.8362,4.8384,-0.0372,-0.0407,-0.0359,8.0768,8.0751,8.0784,9.896322435462247,0.0002591951454284,8.74667843546225,0.0002591951454284,2.48403,125.62,1.11
Gaia DR3 3735000631158990976,HIP 62452,\N,191.981,9.749354230882224,123.77563788382407,0.03286869,1108.2571,-1008.267067199613,-460.0339460837744,1.0942307,10.105141,11.642647,8.88834,3038.983,3038.6274,3039.318,4.2507,4.2493,4.2519,-0.7116,-0.7133,-0.7102,8.0817,8.0792,8.0842,10.56831686583607,0.0005766357287262,9.35151586583607,0.0005766357287262,2.754307,121.78,2.9
Gaia DR3 6133474952391837824,HIP 61874,\N,190.188,-43.563321977327206,124.18513331297466,0.029509502,1042.6694,-782.089989185698,689.5613585623493,1.0842718,10.983478,12.4602165,9.7969675,3075.3416,3073.0513,3089.7136,4.5806,4.5761,4.6154,-0.8556,-0.8595,-0.8238,8.0494,8.0376,8.0772,11.453826039323925,0.0005159963105745,10.267315539323922,0.0005159963105745,2.663249,130.52,3.87
Gaia DR3 3288921720025503360,HIP 22449,30652,72.4621,6.961331008537464,124.61980141424488,0.22457013,464.10794,463.9544034849098,11.937009936843957,3.9249425,3.0879216,3.513966,2.7081478,6154.11,6149.9863,6158.3145,4.0309,4.0248,4.0443,-0.8722,-0.9085,-0.7612,8.016,7.9981,8.0341,3.5658568742837167,0.0039130889603318,3.186083074283717,0.0039130889603318,0.8058182,124.6,0.95
Gaia DR3 4177731838628465408,HIP 88574,165222,271.284,-3.032798001841446,129.21844952774617,0.025568604,659.77606,569.7350500009994,-332.72570584176094,1.0240192,8.519395,9.602452,7.482928,3619.0828,3618.5862,3620.9648,4.7866,4.7862,4.7876,-0.1193,-0.1239,-0.1038,7.7298,7.7266,7.7333,9.076017628514409,0.0004296717617613,8.039550628514407,0.0004296717617595,2.119524,128.28,1.44
Gaia DR3 4375233191015944192,HIP 85295,157881,261.436,2.1061577628793846,129.64588200281264,0.017464284,1319.2341,-580.3245900689788,-1184.7371121385918,0.9475162,6.934473,7.7547555,6.0471244,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.498266633222268,0.0002925138114799,6.610918033222267,0.0002925138114799,1.7076311,129.54,0.95
Gaia DR3 3828238392559860992,HIP 49986,\N,153.073,-3.746747553020674,129.7543962369321,0.025240922,287.61423,-152.7602239093057,-243.6929553880118,1.033861,8.331761,9.491674,7.257185,3358.8308,3329.9856,3473.053,4.2371,4.144,4.5425,-0.7087,-0.8091,-0.2899,7.7076,7.6786,7.7473,8.89737140597806,0.0004224131743875,7.822795405978058,0.000422413174387,2.234489,127.99,1.53
Gaia DR3 114207651462714880,HIP 12781,\N,41.0689,25.52175109435131,130.19563405443222,0.028051848,937.71783,864.5251260254983,-363.19555086835487,1.080172,9.467294,10.816531,8.316322,3179.169,3157.587,3238.1348,4.318,4.2492,4.524,-0.7115,-0.7846,-0.4589,7.6778,7.6447,7.6891,10.040276104806804,0.0004678637294786,8.889304104806804,0.0004678637294786,2.500209,132.42,2.48
Gaia DR3 411413822074322432,HIP 5336,6582,17.0947,54.91320397755905,130.28806976927032,0.4347771,3804.932,3468.251393146748,-1564.8444473117734,6.9658175,4.9480124,5.326608,4.4043818,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5.522535650067747,0.0072463271818836,4.9789050500677465,0.0072463271818836,0.9222262,132.4,0.6
Gaia DR3 96331172942614528,HIP 7981,10476,25.6226,20.26551918225611,130.823369060264,0.15318972,737.6295,-300.73691840079994,-673.5388952717276,1.2618266,4.99968,5.439818,4.4173326,5092.744,5091.184,5094.2344,4.4769,4.4753,4.4782,-0.307,-0.3164,-0.2984,7.6485,7.6358,7.6675,5.583106646065097,0.0025427215705335,5.000759246065098,0.0025427215705335,1.0224854,133.91,0.91
Gaia DR3 3738099879558957952,HIP 65859,\N,202.504,10.372389574126087,131.10134519384707,0.026954211,1556.9625,1127.3405332043346,-1073.8881364845809,1.0927536,8.205292,9.266712,7.178842,3391.0374,3368.2463,3433.3416,4.1033,4.0359,4.2161,-1.0255,-1.101,-0.8869,7.6238,7.5971,7.7424,8.793327739429357,0.0004464509974706,7.766877739429356,0.0004464509974702,2.08787,131.12,1.29
Gaia DR3 6604147121141267712,HIP 113283,216803,344.102,-31.56626896213439,131.55250924995755,0.027515385,366.3181,330.2033788189263,-158.6023341436887,0.9246975,6.0918646,6.6866508,5.3463383,4463.109,4457.5234,4468.4214,4.5396,4.5335,4.5455,-0.1788,-0.2173,-0.1336,7.6016,7.5985,7.6079,6.687360281455517,0.0004541829006274,5.941833981455517,0.0004541829006274,1.3403125,130.94,0.92
Gaia DR3 1355264565043431040,HIP 83945,\N,257.383,43.680105808986085,131.59960903219002,0.42845705,430.80872,332.03214754852814,-274.50099472651857,23.181572,10.453175,12.083977,9.2067175,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11.049447995196116,0.0070698230560815,9.802990495196116,0.0070698230560815,2.8772595,137.84,8.95
